"zipcode","year","tc","gradrate","Income","size"
11225,2009,1474,69.9,,
11225,2010,1469,54.38,,
11225,2011,1452,71.7,"59,118",2.52
11232,2001,1976,,,
11232,2002,1804,,,
11232,2003,1948,,,
11232,2004,1768,,,
11232,2005,1671,,,
11232,2006,1489,,,
11232,2007,1314,,,
11232,2008,1313,,,
11232,2009,1172,,,
11232,2010,1202,,,
11212,2001,2616,,,
11212,2002,2459,51.1,,
11212,2003,2280,55.1,,
11212,2004,2213,64.5,,
11212,2005,2174,64.6,,
11212,2006,2149,58.4,,
11212,2007,2127,61.8,,
11212,2008,2154,62.1,,
11212,2009,2011,62.5,,
11212,2010,2009,36.66,,
11212,2011,2135,,"40,233",2.73
11233,2001,2616,,,
11233,2002,2459,56.2,,
11233,2003,2280,62.5,,
11233,2004,2213,68.4,,
11233,2005,2174,68.1,,
11233,2006,2149,61.8,,
11233,2007,2127,63,,
11233,2008,2154,62.8,,
11233,2009,2011,62.7,,
11233,2010,2009,52.6,,
11233,2011,2135,,"49,486",2.57
11208,2001,4512,,,
11208,2002,4100,43.3,,
11208,2003,4048,47.9,,
11208,2004,3957,61.7,,
11208,2005,3514,63.5,,
11208,2006,3319,62.9,,
11208,2007,3262,61.2,,
11208,2008,3239,67.9,,
11208,2009,3044,62.2,,
11208,2010,3103,60.53,,
11208,2011,3393,,"45,934",3.21
11207,2001,4512,,,
11207,2002,4100,46.6,,
11207,2003,4048,51.2,,
11207,2004,3957,64.1,,
11207,2005,3514,63.7,,
11207,2006,3319,64.4,,
11207,2007,3262,61.4,,
11207,2008,3239,60.8,,
11207,2009,3044,60,,
11207,2010,3103,66.58,,
11207,2011,3393,,"45,940",2.94
11239,2001,4512,,,
11239,2002,4100,,,
11239,2003,4048,,,
11239,2004,3957,,,
11239,2005,3514,,,
11239,2006,3319,84.6,,
11239,2007,3262,85.7,,
11239,2008,3239,91.4,,
11239,2009,3044,86.6,,
11239,2010,3103,80,,
11239,2011,3393,,"38,019",2.11
11231,2001,748,,,
11231,2002,718,52.2,,
11231,2003,717,56.8,,
11231,2004,784,66,,
11231,2005,777,66.1,,
11231,2006,666,65.6,,
11231,2007,570,62,,
11231,2008,589,61.9,,
11231,2009,558,61.9,,
11231,2010,585,43.45,,
11231,2011,631,63.2,"118,321",2.19
11213,2001,2387,,,
11213,2002,2212,54.3,,
11213,2003,2060,59.6,,
11213,2004,1853,67.2,,
11213,2005,1649,67.2,,
11213,2006,1499,66.4,,
11213,2007,1602,68.6,,
11213,2008,1347,64.5,,
11213,2009,1164,64.8,,
11213,2010,1366,43.38,,
11213,2011,1599,65.7,"47,297",2.72
11217,2001,1312,,,
11217,2002,1259,51.4,,
11217,2003,1192,55.9,,
11217,2004,1173,67.5,,
11217,2005,1131,67.6,,
11217,2006,1085,66.3,,
11217,2007,973,64,,
11217,2008,965,64.1,,
11217,2009,888,64,,
11217,2010,845,49.48,,
11217,2011,863,67.4,"120,590",2.13
11215,2001,1312,,,
11215,2002,1259,44.2,,
11215,2003,1192,61.2,,
11215,2004,1173,71.8,,
11215,2005,1131,71.8,,
11215,2006,1085,66.3,,
11215,2007,973,67.4,,
11215,2008,965,61.4,,
11215,2009,888,58.9,,
11215,2010,845,52.22,,
11215,2011,863,67.6,"139,886",2.23
11216,2001,2438,,,
11216,2002,2228,59.9,,
11216,2003,2193,62.3,,
11216,2004,2168,69.7,,
11216,2005,2117,42.3,,
11216,2006,1996,62.3,,
11216,2007,2131,63.8,,
11216,2008,2040,65.5,,
11216,2009,1769,65.4,,
11216,2010,1829,62.2,,
11216,2011,1847,48.3,"63,003",2.31
11221,2001,1713,,,
11221,2002,1672,53.9,,
11221,2003,1598,58.5,,
11221,2004,1549,69.2,,
11221,2005,1508,69.2,,
11221,2006,1566,65.8,,
11221,2007,1539,69.8,,
11221,2008,1396,67.5,,
11221,2009,1286,51.58,,
11221,2010,1409,55.28,,
11221,2011,1458,70,"53,275",2.73
11237,2001,2308,,,
11237,2002,2260,,,
11237,2003,2192,,,
11237,2004,2109,67.6,,
11237,2005,2049,68,,
11237,2006,2072,72.2,,
11237,2007,1888,68.1,,
11237,2008,1878,62.3,,
11237,2009,1736,62.5,,
11237,2010,1836,62.15,,
11237,2011,1823,69.61,"57,515",3.16
11201,2001,1726,42,,
11201,2002,1667,57.5,,
11201,2003,1446,52.7,,
11201,2004,1366,66.3,,
11201,2005,1370,66.3,,
11201,2006,1283,66.1,,
11201,2007,1260,64.8,,
11201,2008,1199,62.3,,
11201,2009,993,62.5,,
11201,2010,987,62.15,,
11201,2011,1052,69.61,"151,787",1.96
11205,2001,1550,60.9,,
11205,2002,1478,,,
11205,2003,1389,,,
11205,2004,1350,68.1,,
11205,2005,1304,68.2,,
11205,2006,1198,67.4,,
11205,2007,1144,62.5,,
11205,2008,1120,62.8,,
11205,2009,1014,63.1,,
11205,2010,1146,,,
11205,2011,1114,56.38,"73,083",2.57
11238,2001,1550,,,
11238,2002,1478,66.4,,
11238,2003,1389,60.3,,
11238,2004,1350,69,,
11238,2005,1304,61.6,,
11238,2006,1198,74.6,,
11238,2007,1144,71.6,,
11238,2008,1120,71.1,,
11238,2009,1014,56.1,,
11238,2010,1146,67.6,,
11238,2011,1114,,"89,269",2.12
11211,2001,2035,,,
11211,2002,2111,54.9,,
11211,2003,2032,57.4,,
11211,2004,1965,72.3,,
11211,2005,1953,72.5,,
11211,2006,2025,75,,
11211,2007,1726,67.8,,
11211,2008,1892,70.7,,
11211,2009,1670,71.1,,
11211,2010,1733,73.61,,
11211,2011,1734,70.9,"77,466",2.67
11206,2001,2035,,,
11206,2002,2111,,,
11206,2003,2032,,,
11206,2004,1965,67.7,,
11206,2005,1953,67.6,,
11206,2006,2025,76,,
11206,2007,1726,70.7,,
11206,2008,1892,71.2,,
11206,2009,1670,85.2,,
11206,2010,1733,55.28,,
11206,2011,1734,70.63,"42,277",2.9
11222,2001,986,,,
11222,2002,995,40.8,,
11222,2003,1028,46.3,,
11222,2004,990,51.9,,
11222,2005,997,53.5,,
11222,2006,952,59.2,,
11222,2007,915,55.4,,
11222,2008,905,49.9,,
11222,2009,845,57.9,,
11222,2010,905,51.85,,
11222,2011,813,73.3,"80,886",2.16
11692,2001,448,,,
11692,2002,411,,,
11692,2003,350,,,
11692,2004,347,,,
11692,2005,372,,,
11692,2006,355,,,
11692,2007,367,,,
11692,2008,393,,,
11692,2009,350,,,
11692,2010,330,,,
11692,2011,525,,"58,042",2.84
11693,2001,448,,,
11693,2002,411,,,
11693,2003,350,,,
11693,2004,347,,,
11693,2005,372,,,
11693,2006,355,,,
11693,2007,367,,,
11693,2008,393,,,
11693,2009,350,,,
11693,2010,330,,,
11693,2011,525,,"62,443",2.48
11694,2001,448,,,
11694,2002,411,52.8,,
11694,2003,350,46.9,,
11694,2004,347,74.2,,
11694,2005,372,73.5,,
11694,2006,355,71.2,,
11694,2007,367,64.2,,
11694,2008,393,68.8,,
11694,2009,350,66.8,,
11694,2010,330,63.72,,
11694,2011,525,70.9,"95,102",2.31
11695,2001,448,,,
11695,2002,411,,,
11695,2003,350,,,
11695,2004,347,,,
11695,2005,372,,,
11695,2006,355,,,
11695,2007,367,,,
11695,2008,393,,,
11695,2009,350,,,
11695,2010,330,,,
11695,2011,525,,0,0
11697,2001,448,,,
11697,2002,411,,,
11697,2003,350,,,
11697,2004,347,,,
11697,2005,372,,,
11697,2006,355,,,
11697,2007,367,,,
11697,2008,393,,,
11697,2009,350,,,
11697,2010,330,,,
11697,2011,525,,"100,398",2.35
11690,2001,1139,,,
11690,2002,876,,,
11690,2003,757,,,
11690,2004,618,,,
11690,2005,613,,,
11690,2006,641,"$",,
11690,2007,700,"$",,
11690,2008,688,,,
11690,2009,659,,,
11690,2010,615,,,
11690,2011,631,,0,0
11691,2001,1139,,,
11691,2002,876,39.8,,
11691,2003,757,43.1,,
11691,2004,618,67.4,,
11691,2005,613,67.2,,
11691,2006,641,65.7,,
11691,2007,700,64.1,,
11691,2008,688,77.8,,
11691,2009,659,82.6,,
11691,2010,615,63.03,,
11691,2011,631,62.1,"56,999",2.93
11415,2001,2642,,,
11415,2002,2467,,,
11415,2003,2136,,,
11415,2004,1903,,,
11415,2005,1897,,,
11415,2006,1853,,,
11415,2007,1703,,,
11415,2008,1708,,,
11415,2009,1611,,,
11415,2010,1534,,,
11415,2011,1529,,"80,185",2.24
11421,2001,2642,,,
11421,2002,2467,,,
11421,2003,2136,,,
11421,2004,1903,,,
11421,2005,1897,,,
11421,2006,1853,,,
11421,2007,1703,,,
11421,2008,1708,,,
11421,2009,1611,,,
11421,2010,1534,,,
11421,2011,1529,,"78,375",3.3
11418,2001,2642,,,
11418,2002,2467,44.8,,
11418,2003,2136,46,,
11418,2004,1903,41.2,,
11418,2005,1897,45.4,,
11418,2006,1853,57.4,,
11418,2007,1703,60.2,,
11418,2008,1708,57.9,,
11418,2009,1611,63.6,,
11418,2010,1534,52.3,,
11418,2011,1529,55.5,"72,887",3.25
11416,2001,2642,,,
11416,2002,2467,,,
11416,2003,2136,,,
11416,2004,1903,,,
11416,2005,1897,,,
11416,2006,1853,91.5,,
11416,2007,1703,96.3,,
11416,2008,1708,98.2,,
11416,2009,1611,94.4,,
11416,2010,1534,95.3,,
11416,2011,1529,94.4,"73,653",3.43
11419,2001,2642,,,
11419,2002,2467,,,
11419,2003,2136,,,
11419,2004,1903,,,
11419,2005,1897,,,
11419,2006,1853,,,
11419,2007,1703,,,
11419,2008,1708,,,
11419,2009,1611,,,
11419,2010,1534,,,
11419,2011,1529,,"68,973",3.72
11424,2001,2642,,,
11424,2002,2467,,,
11424,2003,2136,,,
11424,2004,1903,,,
11424,2005,1897,,,
11424,2006,1853,,,
11424,2007,1703,,,
11424,2008,1708,,,
11424,2009,1611,,,
11424,2010,1534,,,
11424,2011,1529,,0,0
11423,2001,2585,,,
11423,2002,2306,,,
11423,2003,2100,,,
11423,2004,2012,,,
11423,2005,1980,,,
11423,2006,1956,,,
11423,2007,1900,,,
11423,2008,1852,,,
11423,2009,1761,75.2,,
11423,2010,1703,79.7,,
11423,2011,1702,74.1,"78,204",3.1
11432,2001,2585,,,
11432,2002,2306,68.5,,
11432,2003,2100,68.6,,
11432,2004,2012,73.1,,
11432,2005,1980,74.2,,
11432,2006,1956,76.4,,
11432,2007,1900,74.8,,
11432,2008,1852,74.9,,
11432,2009,1761,74.5,,
11432,2010,1703,71.34,,
11432,2011,1702,80.5,"67,770",3.06
11435,2001,2585,,,
11435,2002,2306,,,
11435,2003,2100,,,
11435,2004,2012,,,
11435,2005,1980,,,
11435,2006,1956,,,
11435,2007,1900,,,
11435,2008,1852,,,
11435,2009,1761,,,
11435,2010,1703,,,
11435,2011,1702,,"65,791",2.97
11405,2001,2585,,,
11405,2002,2306,,,
11405,2003,2100,,,
11405,2004,2012,,,
11405,2005,1980,,,
11405,2006,1956,,,
11405,2007,1900,,,
11405,2008,1852,,,
11405,2009,1761,,,
11405,2010,1703,,,
11405,2011,1702,,0,0
11431,2001,2585,,,
11431,2002,2306,,,
11431,2003,2100,,,
11431,2004,2012,,,
11431,2005,1980,,,
11431,2006,1956,,,
11431,2007,1900,,,
11431,2008,1852,,,
11431,2009,1761,,,
11431,2010,1703,,,
11431,2011,1702,,0,0
11433,2001,2585,,,
11433,2002,2306,,,
11433,2003,2100,,,
11433,2004,2012,,,
11433,2005,1980,,,
11433,2006,1956,,,
11433,2007,1900,,,
11433,2008,1852,,,
11433,2009,1761,,,
11433,2010,1703,,,
11433,2011,1702,,"58,601",3.12
11439,2001,2585,,,
11439,2002,2306,,,
11439,2003,2100,,,
11439,2004,2012,,,
11439,2005,1980,,,
11439,2006,1956,,,
11439,2007,1900,,,
11439,2008,1852,,,
11439,2009,1761,,,
11439,2010,1703,,,
11439,2011,1702,,0,0
11451,2001,2585,,,
11451,2002,2306,88.9,,
11451,2003,2100,96,,
11451,2004,2012,90.8,,
11451,2005,1980,93.5,,
11451,2006,1956,97.2,,
11451,2007,1900,65.6,,
11451,2008,1852,,,
11451,2009,1761,79.1,,
11451,2010,1703,100,,
11451,2011,1702,97.9,0,0
11499,2001,2585,,,
11499,2002,2306,,,
11499,2003,2100,,,
11499,2004,2012,,,
11499,2005,1980,,,
11499,2006,1956,,,
11499,2007,1900,,,
11499,2008,1852,,,
11499,2009,1761,,,
11499,2010,1703,,,
11499,2011,1702,,0,0
11379,2001,2854,,,
11379,2002,2707,,,
11379,2003,2513,,,
11379,2004,2263,,,
11379,2005,2008,,,
11379,2006,1980,,,
11379,2007,1713,,,
11379,2008,1737,,,
11379,2009,1725,,,
11379,2010,1751,,,
11379,2011,1722,,"84,041",2.48
11381,2001,2854,,,
11381,2002,2707,,,
11381,2003,2513,,,
11381,2004,2263,,,
11381,2005,2008,,,
11381,2006,1980,,,
11381,2007,1713,,,
11381,2008,1737,,,
11381,2009,1725,,,
11381,2010,1751,,,
11381,2011,1722,,0,0
11385,2001,2854,,,
11385,2002,2707,47,,
11385,2003,2513,50.9,,
11385,2004,2263,54.7,,
11385,2005,2008,50.8,,
11385,2006,1980,61.7,,
11385,2007,1713,57.2,,
11385,2008,1737,59.5,,
11385,2009,1725,78.2,,
11385,2010,1751,58.6,,
11385,2011,1722,62.6,"66,944",2.83
11426,2001,2791,,,
11426,2002,2630,83.1,,
11426,2003,2591,85.9,,
11426,2004,2336,82.9,,
11426,2005,2250,80.7,,
11426,2006,2222,86.5,,
11426,2007,2144,88.5,,
11426,2008,2007,89.2,,
11426,2009,1881,69.5,,
11426,2010,1860,90.1,,
11426,2011,2018,90.9,"96,119",2.88
11427,2001,2791,,,
11427,2002,2630,65,,
11427,2003,2591,68.2,,
11427,2004,2336,71.3,,
11427,2005,2250,67.4,,
11427,2006,2222,68.7,,
11427,2007,2144,57.1,,
11427,2008,2007,52.8,,
11427,2009,1881,86.2,,
11427,2010,1860,55.3,,
11427,2011,2018,55.9,"85,937",2.96
11428,2001,2791,,,
11428,2002,2630,,,
11428,2003,2591,,,
11428,2004,2336,,,
11428,2005,2250,,,
11428,2006,2222,,,
11428,2007,2144,,,
11428,2008,2007,,,
11428,2009,1881,,,
11428,2010,1860,,,
11428,2011,2018,,"77,377",3.46
11429,2001,2791,,,
11429,2002,2630,,,
11429,2003,2591,,,
11429,2004,2336,,,
11429,2005,2250,,,
11429,2006,2222,,,
11429,2007,2144,,,
11429,2008,2007,,,
11429,2009,1881,,,
11429,2010,1860,,,
11429,2011,2018,,"83,725",3.42
11411,2001,2791,,,
11411,2002,2630,56.6,,
11411,2003,2591,58.7,,
11411,2004,2336,63.9,,
11411,2005,2250,64,,
11411,2006,2222,67.8,,
11411,2007,2144,60.3,,
11411,2008,2007,59.8,,
11411,2009,1881,62.4,,
11411,2010,1860,57.63,,
11411,2011,2018,66.5,"93,666",3.15
11413,2001,2791,,,
11413,2002,2630,54.4,,
11413,2003,2591,47.4,,
11413,2004,2336,77.4,,
11413,2005,2250,77.4,,
11413,2006,2222,79.6,,
11413,2007,2144,75.5,,
11413,2008,2007,77.1,,
11413,2009,1881,78.2,,
11413,2010,1860,79.35,,
11413,2011,2018,73.7,"91,263",3.16
11422,2001,2791,,,
11422,2002,2630,,,
11422,2003,2591,,,
11422,2004,2336,,,
11422,2005,2250,,,
11422,2006,2222,,,
11422,2007,2144,,,
11422,2008,2007,,,
11422,2009,1881,,,
11422,2010,1860,,,
11422,2011,2018,,"92,001",3.23
11005,2001,2791,,,
11005,2002,2630,,,
11005,2003,2591,,,
11005,2004,2336,,,
11005,2005,2250,,,
11005,2006,2222,,,
11005,2007,2144,,,
11005,2008,2007,,,
11005,2009,1881,,,
11005,2010,1860,,,
11005,2011,2018,,"92,034",1.33
11001,2001,2791,,,
11001,2002,2630,,,
11001,2003,2591,,,
11001,2004,2336,,,
11001,2005,2250,,,
11001,2006,2222,,,
11001,2007,2144,,,
11001,2008,2007,,,
11001,2009,1881,,,
11001,2010,1860,,,
11001,2011,2018,85.64,"119,250",2.92
11002,2001,2791,,,
11002,2002,2630,,,
11002,2003,2591,,,
11002,2004,2336,,,
11002,2005,2250,,,
11002,2006,2222,,,
11002,2007,2144,,,
11002,2008,2007,,,
11002,2009,1881,,,
11002,2010,1860,,,
11002,2011,2018,95.9,0,0
11004,2001,2791,,,
11004,2002,2630,,,
11004,2003,2591,,,
11004,2004,2336,,,
11004,2005,2250,,,
11004,2006,2222,,,
11004,2007,2144,,,
11004,2008,2007,,,
11004,2009,1881,,,
11004,2010,1860,,,
11004,2011,2018,,"95,851",2.58
11414,2001,2179,,,
11414,2002,1689,,,
11414,2003,1390,,,
11414,2004,1604,,,
11414,2005,1627,,,
11414,2006,1696,,,
11414,2007,1584,,,
11414,2008,1552,,,
11414,2009,1399,,,
11414,2010,1432,,,
11414,2011,1493,,"90,543",2.44
11417,2001,2179,,,
11417,2002,1689,45.1,,
11417,2003,1390,43.6,,
11417,2004,1604,40.6,,
11417,2005,1627,46.8,,
11417,2006,1696,63.4,,
11417,2007,1584,53.4,,
11417,2008,1552,62.6,,
11417,2009,1399,63,,
11417,2010,1432,74.5,,
11417,2011,1493,60.15,"77,103",3.14
11420,2001,2179,,,
11420,2002,1689,,,
11420,2003,1390,,,
11420,2004,1604,,,
11420,2005,1627,,,
11420,2006,1696,,,
11420,2007,1584,,,
11420,2008,1552,,,
11420,2009,1399,,,
11420,2010,1432,,,
11420,2011,1493,,"76,420",3.43
11365,2001,2574,,,
11365,2002,2480,72.9,,
11365,2003,2449,77.1,,
11365,2004,2248,78.4,,
11365,2005,2048,78.2,,
11365,2006,1982,84.9,,
11365,2007,1760,88.9,,
11365,2008,1624,86.4,,
11365,2009,1349,64.2,,
11365,2010,1325,86.1,,
11365,2011,1291,87.7,"74,919",2.72
11366,2001,2574,,,
11366,2002,2480,64.6,,
11366,2003,2449,76.8,,
11366,2004,2248,69,,
11366,2005,2048,75.9,,
11366,2006,1982,59.7,,
11366,2007,1760,77.3,,
11366,2008,1624,71.7,,
11366,2009,1349,68.8,,
11366,2010,1325,88.35,,
11366,2011,1291,72.1,"93,798",2.96
11367,2001,2574,,,
11367,2002,2480,51,,
11367,2003,2449,56.5,,
11367,2004,2248,67.5,,
11367,2005,2048,67,,
11367,2006,1982,53.5,,
11367,2007,1760,,,
11367,2008,1624,92.2,,
11367,2009,1349,87.8,,
11367,2010,1325,58.56,,
11367,2011,1291,54.5,"72,653",2.68
11425,2001,2574,,,
11425,2002,2480,,,
11425,2003,2449,,,
11425,2004,2248,,,
11425,2005,2048,,,
11425,2006,1982,,,
11425,2007,1760,,,
11425,2008,1624,,,
11425,2009,1349,,,
11425,2010,1325,,,
11425,2011,1291,,0,0
11101,2001,2318,54.2,,
11101,2002,2390,59.3,,
11101,2003,2224,61.8,,
11101,2004,2002,73.3,,
11101,2005,1695,73.3,,
11101,2006,1584,71.8,,
11101,2007,1443,73.3,,
11101,2008,1357,71.9,,
11101,2009,1218,72,,
11101,2010,1254,83.1,,
11101,2011,1267,,"73,313",2.38
11104,2001,2318,,,
11104,2002,2390,,,
11104,2003,2224,,,
11104,2004,2002,,,
11104,2005,1695,,,
11104,2006,1584,,,
11104,2007,1443,,,
11104,2008,1357,,,
11104,2009,1218,,,
11104,2010,1254,,,
11104,2011,1267,,"71,040",2.3
11377,2001,2318,,,
11377,2002,2390,,,
11377,2003,2224,,,
11377,2004,2002,,,
11377,2005,1695,,,
11377,2006,1584,,,
11377,2007,1443,,,
11377,2008,1357,,,
11377,2009,1218,,,
11377,2010,1254,,,
11377,2011,1267,,"63,387",2.85
11378,2001,2318,,,
11378,2002,2390,,,
11378,2003,2224,,,
11378,2004,2002,,,
11378,2005,1695,,,
11378,2006,1584,,,
11378,2007,1443,,,
11378,2008,1357,,,
11378,2009,1218,,,
11378,2010,1254,,,
11378,2011,1267,,"69,886",2.72
11109,2001,2318,,,
11109,2002,2390,,,
11109,2003,2224,,,
11109,2004,2002,,,
11109,2005,1695,,,
11109,2006,1584,,,
11109,2007,1443,,,
11109,2008,1357,,,
11109,2009,1218,,,
11109,2010,1254,,,
11109,2011,1267,,"164,048",1.78
11354,2001,3914,,,
11354,2002,4022,41.8,,
11354,2003,3630,47.1,,
11354,2004,3148,49.3,,
11354,2005,2702,51.9,,
11354,2006,2448,61.9,,
11354,2007,2256,59,,
11354,2008,2243,54.6,,
11354,2009,2018,100,,
11354,2010,1910,57.4,,
11354,2011,1899,57.9,"63,883",2.64
11355,2001,3914,,,
11355,2002,4022,,,
11355,2003,3630,,,
11355,2004,3148,64.8,,
11355,2005,2702,69.7,,
11355,2006,2448,73.5,,
11355,2007,2256,76.5,,
11355,2008,2243,84.4,,
11355,2009,2018,89.4,,
11355,2010,1910,80.65,,
11355,2011,1899,,"56,359",2.96
11356,2001,3914,,,
11356,2002,4022,,,
11356,2003,3630,,,
11356,2004,3148,,,
11356,2005,2702,,,
11356,2006,2448,,,
11356,2007,2256,,,
11356,2008,2243,,,
11356,2009,2018,,,
11356,2010,1910,,,
11356,2011,1899,,"73,994",3.02
11357,2001,3914,,,
11357,2002,4022,,,
11357,2003,3630,,,
11357,2004,3148,,,
11357,2005,2702,,,
11357,2006,2448,,,
11357,2007,2256,,,
11357,2008,2243,,,
11357,2009,2018,,,
11357,2010,1910,,,
11357,2011,1899,,"91,409",2.56
11358,2001,3914,,,
11358,2002,4022,,,
11358,2003,3630,,,
11358,2004,3148,,,
11358,2005,2702,,,
11358,2006,2448,89,,
11358,2007,2256,90.1,,
11358,2008,2243,,,
11358,2009,2018,,,
11358,2010,1910,,,
11358,2011,1899,,"82,641",2.8
11359,2001,3914,,,
11359,2002,4022,,,
11359,2003,3630,,,
11359,2004,3148,,,
11359,2005,2702,,,
11359,2006,2448,,,
11359,2007,2256,,,
11359,2008,2243,,,
11359,2009,2018,,,
11359,2010,1910,,,
11359,2011,1899,,0,0
11360,2001,3914,,,
11360,2002,4022,,,
11360,2003,3630,,,
11360,2004,3148,,,
11360,2005,2702,,,
11360,2006,2448,,,
11360,2007,2256,,,
11360,2008,2243,,,
11360,2009,2018,,,
11360,2010,1910,,,
11360,2011,1899,,"99,142",2.15
11351,2001,3914,,,
11351,2002,4022,,,
11351,2003,3630,,,
11351,2004,3148,,,
11351,2005,2702,,,
11351,2006,2448,,,
11351,2007,2256,,,
11351,2008,2243,,,
11351,2009,2018,,,
11351,2010,1910,,,
11351,2011,1899,,0,0
11352,2001,3914,,,
11352,2002,4022,,,
11352,2003,3630,,,
11352,2004,3148,,,
11352,2005,2702,,,
11352,2006,2448,,,
11352,2007,2256,,,
11352,2008,2243,,,
11352,2009,2018,,,
11352,2010,1910,,,
11352,2011,1899,,0,0
11386,2001,3914,,,
11386,2002,4022,,,
11386,2003,3630,,,
11386,2004,3148,,,
11386,2005,2702,,,
11386,2006,2448,,,
11386,2007,2256,,,
11386,2008,2243,,,
11386,2009,2018,,,
11386,2010,1910,,,
11386,2011,1899,,0,0
11390,2001,3914,,,
11390,2002,4022,,,
11390,2003,3630,,,
11390,2004,3148,,,
11390,2005,2702,,,
11390,2006,2448,,,
11390,2007,2256,,,
11390,2008,2243,,,
11390,2009,2018,,,
11390,2010,1910,,,
11390,2011,1899,,0,0
11368,2001,2619,,,
11368,2002,2673,50.8,,
11368,2003,2477,63.1,,
11368,2004,2390,56.4,,
11368,2005,2331,61.6,,
11368,2006,2160,70.6,,
11368,2007,2007,83.1,,
11368,2008,1961,83.6,,
11368,2009,1701,73.9,,
11368,2010,1637,85.2,,
11368,2011,1613,90.4,"56,401",3.77
11373,2001,2619,,,
11373,2002,2673,43.2,,
11373,2003,2477,42.7,,
11373,2004,2390,46,,
11373,2005,2331,72.8,,
11373,2006,2160,65.7,,
11373,2007,2007,69.3,,
11373,2008,1961,67.6,,
11373,2009,1701,67.9,,
11373,2010,1637,52.2,,
11373,2011,1613,77.4,"65,470",3.21
11380,2001,2619,,,
11380,2002,2673,,,
11380,2003,2477,,,
11380,2004,2390,,,
11380,2005,2331,,,
11380,2006,2160,,,
11380,2007,2007,,,
11380,2008,1961,,,
11380,2009,1701,,,
11380,2010,1637,,,
11380,2011,1613,,0,0
11362,2001,1540,,,
11362,2002,1507,,,
11362,2003,1515,,,
11362,2004,1366,,,
11362,2005,1176,,,
11362,2006,1196,,,
11362,2007,1005,,,
11362,2008,1033,,,
11362,2009,938,,,
11362,2010,891,,,
11362,2011,830,,"94,462",2.51
11363,2001,1540,,,
11363,2002,1507,,,
11363,2003,1515,,,
11363,2004,1366,,,
11363,2005,1176,,,
11363,2006,1196,,,
11363,2007,1005,,,
11363,2008,1033,,,
11363,2009,938,,,
11363,2010,891,,,
11363,2011,830,,"124,271",2.62
11364,2001,1540,,,
11364,2002,1507,79,,
11364,2003,1515,80.6,,
11364,2004,1366,80.9,,
11364,2005,1176,77.3,,
11364,2006,1196,83.4,,
11364,2007,1005,84.3,,
11364,2008,1033,86.4,,
11364,2009,938,87.6,,
11364,2010,891,84.2,,
11364,2011,830,90.8,"86,922",2.6
11361,2001,1540,,,
11361,2002,1507,69.5,,
11361,2003,1515,71.2,,
11361,2004,1366,70.3,,
11361,2005,1176,78.7,,
11361,2006,1196,83.4,,
11361,2007,1005,91.4,,
11361,2008,1033,,,
11361,2009,938,,,
11361,2010,891,90.4,,
11361,2011,830,92,"92,549",2.64
11374,2001,1971,,,
11374,2002,1829,,,
11374,2003,1465,,,
11374,2004,1675,,,
11374,2005,1573,,,
11374,2006,1395,,,
11374,2007,1182,,,
11374,2008,1066,,,
11374,2009,871,,,
11374,2010,795,,,
11374,2011,925,,"68,255",2.26
11375,2001,1971,,,
11375,2002,1829,70.9,,
11375,2003,1465,72.8,,
11375,2004,1675,74.4,,
11375,2005,1573,80.1,,
11375,2006,1395,86.9,,
11375,2007,1182,87.2,,
11375,2008,1066,86.5,,
11375,2009,871,76.5,,
11375,2010,795,86.8,,
11375,2011,925,86.7,"94,340",2.1
11412,2001,2666,,,
11412,2002,2294,,,
11412,2003,2094,,,
11412,2004,2165,,,
11412,2005,2158,73.7,,
11412,2006,2180,82.6,,
11412,2007,2272,78.8,,
11412,2008,2283,75,,
11412,2009,1993,68.4,,
11412,2010,2138,83.6,,
11412,2011,2366,70.1,"80,823",3.25
11434,2001,2666,,,
11434,2002,2294,60.1,,
11434,2003,2094,60.3,,
11434,2004,2165,70.7,,
11434,2005,2158,70.8,,
11434,2006,2180,72.3,,
11434,2007,2272,64.4,,
11434,2008,2283,69.5,,
11434,2009,1993,70.8,,
11434,2010,2138,42.48,,
11434,2011,2366,71.3,"70,272",2.84
11436,2001,2666,,,
11436,2002,2294,5.4,,
11436,2003,2094,8.2,,
11436,2004,2165,20.7,,
11436,2005,2158,48.2,,
11436,2006,2180,8.2,,
11436,2007,2272,63.9,,
11436,2008,2283,22.7,,
11436,2009,1993,74.2,,
11436,2010,2138,18.4,,
11436,2011,2366,10.8,"74,994",3.32
11430,2001,2666,,,
11430,2002,2294,,,
11430,2003,2094,,,
11430,2004,2165,,,
11430,2005,2158,,,
11430,2006,2180,,,
11430,2007,2272,,,
11430,2008,2283,,,
11430,2009,1993,,,
11430,2010,2138,,,
11430,2011,2366,,0,0
11102,2001,3528,,,
11102,2002,3291,,,
11102,2003,2751,,,
11102,2004,2899,,,
11102,2005,2766,,,
11102,2006,2502,,,
11102,2007,2358,,,
11102,2008,2249,,,
11102,2009,2047,,,
11102,2010,2027,,,
11102,2011,2010,,"68,309",2.4
11103,2001,3528,53.9,,
11103,2002,3291,46.8,,
11103,2003,2751,50.2,,
11103,2004,2899,49.1,,
11103,2005,2766,52.5,,
11103,2006,2502,50.2,,
11103,2007,2358,63,,
11103,2008,2249,65.5,,
11103,2009,2047,66.3,,
11103,2010,2027,68.8,,
11103,2011,2010,,"72,396",2.29
